carpeta,archivo,ruta,anio,tipo_acto,subtipo,vigente_ccyc,variables_detectadas,calidad_preset,observaciones,usar_como_preset
LIBRE DEUDA-SOLICITUD,MODELO DE CERTIFICADO DE LIBRE DEUDA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\LIBRE DEUDA-SOLICITUD\MODELO DE CERTIFICADO DE LIBRE DEUDA.docx,sin_fecha,Solicitud de Libre Deuda,para transferencia de inmueble en conjunto residencial,False,"nombre_notario, numero_registro_notarial, domicilio_notario, telefono_notario, nombre_empresa_destinatario, ubicacion_inmueble, lote_numero, manzana_numero, conjunto_residencial, nombre_propietario_actual, dni_propietario_actual, nombre_propietario_nuevo, dni_propietario_nuevo, fecha_documento",baja,"Documento de 2006 utiliza redacción y lenguaje anterior al CCyC 2015. Presenta errores de tipeo (GUSTVO, HNANG) y estructura inadecuada para un acto notarial moderno; requiere revisión integral de formato, identificación de partes y conceptos de deuda según normas vigentes.",no
LOMBARDI - IKELAR,VENTA - IKELAR_PEDEMONTE INMOB. (FRACCION-PLANO 39465) (25 NOV. 2014) texto definitivo (TESTIMONIO) ESC. 342.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\LOMBARDI - IKELAR\VENTA - IKELAR_PEDEMONTE INMOB. (FRACCION-PLANO 39465) (25 NOV. 2014) texto definitivo (TESTIMONIO) ESC. 342.docx,2015,Compraventa de inmueble,Venta de inmueble urbano,False,"número_escritura, fecha_escritura, nombre_notario, registro_notarial, nombre_vendedor, dni_vendedor, cuit_vendedor, domicilio_vendedor, nombre_comprador, dni_comprador, cuit_comprador, domicilio_comprador, nombre_sociedad_vendedora, cuit_sociedad, domicilio_sociedad, nombre_apoderado, fecha_poder, escribano_poder, numero_poder, protocolo_poder, registro_notarial_poder, fecha_acta_directorio, número_acta_directorio",media,"El documento utiliza referencias al Código Civil de Vélez Sársfield (art. 1.002) en lugar del CCyC 2015. Requiere actualización de lenguaje normativo y especificación del inmueble vendido (datos catastrales, ubicación, superficie, etc.).",no
MARGINALES,2022 - NOTA MARGINAL- COTI - VILA VIVIANA (ESC. 19) (LOTES 1A - 2A - 3A - MANZ. 107) MARZO 2022.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\MARGINALES\2022 - NOTA MARGINAL- COTI - VILA VIVIANA (ESC. 19) (LOTES 1A - 2A - 3A - MANZ. 107) MARZO 2022.docx,2022,Certificación de trámite administrativo,Constancia de C.O.T.I. (Certificado de Operación de Transferencia Inmueble),True,"números_COTI, identificación_lotes, manzanas, organismo_emisor, fecha_expedición, jurisdicción, cantidad_inmuebles",media,"Falta identificación del notario autorizante (número de protocolo, libro, folio). Se recomienda completar con datos de partes y domicilio de los inmuebles para mayor claridad.",si
MODIFICACION DE ESTATUTOS,W 4X4  S.A..docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\MODIFICACION DE ESTATUTOS\W 4X4  S.A..docx,sin_fecha,Modificatoria de Escritura de Constitución de Sociedad Anónima,Rectificación de valor nominal de acciones y suscripción,False,"nombre_sociedad, numero_escritura, fecha_escritura, ciudad, notario, numero_registro_notario, compareciente_nombre, compareciente_titulo, escritura_original_numero, fecha_escritura_original, capital_social_monto, cantidad_acciones, valor_nominal_accion, derechos_voto_por_accion, socio1_nombre, socio1_porcentaje, socio1_cantidad_acciones, socio1_monto, socio2_nombre, socio2_porcentaje, socio2_cantidad_acciones, socio2_monto, porcentaje_integracion, monto_integracion",baja,Documento redactado bajo normativa anterior al CCyC 2015 (Ley 19.550 de Sociedades Anónimas). El documento está incompleto: falta la integración del 75% restante y faltan firmas y sellos notariales. Requiere actualización a normativa actual del CCyC.,no
MODIFICACIONES DE ESCRITURAS,MODIFICACION FIDEICOMISO SENETINER.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\MODIFICACIONES DE ESCRITURAS\MODIFICACION FIDEICOMISO SENETINER.docx,sin_fecha,Modificación de Fideicomiso,Transmisión de dominio fiduciario de acciones,False,"nombres_comparecientes, documento_identidad_comparecientes, domicilios, estado_civil, fecha_escritura_original, numero_escritura_original, numero_fojas_original, fiduciario_sustituto_nombre, fiduciario_sustituto_dni, fideicomisarios_nombres, fideicomisarios_dni, cantidad_acciones_ordinarias, cantidad_acciones_preferidas, valor_nominal_acciones, sociedad_beneficiaria",baja,"Documento incompleto (cortado en cláusula VIII), usa lenguaje anterior al CCyC 2015 (referencias a Cédula de Identidad Policía Federal, fojas de protocolo). Requiere actualización a DNI, terminología del CCyC y verificación de integridad textual completa.",no
MUTUO,MUTUO PEREYRA-HANNA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\MUTUO\MUTUO PEREYRA-HANNA.docx,sin_fecha,Contrato de Mutuo,Mutuo con interés,False,"nombre_acreedor, dni_acreedor, domicilio_acreedor, nombre_deudor, dni_deudor, domicilio_deudor, monto_capital, monto_interes, destino_prestamo, fecha_evento, plazo_dias, fecha_vencimiento, moneda, domicilio_pago, fecha_firma",baja,"Documento de 2008 usa lenguaje del Código de Vélez (art. 1.002). Presenta inconsistencia crítica: comparecen GABRIEL RUIZ y FEDERICO AGUSTIN HANNA RUBIO, pero cláusula primera menciona a FERNANDO PEREYRA como acreedor (no identificado). Requiere actualización normativa al CCyC 2015 (arts. 1.531-1.545).",no
NOTA A BANCO CIUDAD,2022 - NOTA A BANCO CIUDAD (JUNIO 2022).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A BANCO CIUDAD\2022 - NOTA A BANCO CIUDAD (JUNIO 2022).docx,2021,Certificación de entrega de testimonios notariales,Entrega de primeros testimonios de escrituras hipotecarias y compraventas,True,"fecha_documento, lugar_expedición, banco_acreedor, sucursal, numero_escritura_hipoteca_1, nombres_deudores_1, fecha_escritura_hipoteca_1, fojas_hipoteca_1, numero_registro_notarial, numero_escritura_venta_1, vendedor_1, comprador_1, escribano_venta_1, fecha_escritura_venta_1, numero_escritura_hipoteca_2, nombres_deudores_2, fecha_escritura_hipoteca_2, fojas_hipoteca_2, numero_escritura_venta_2, vendedor_2, comprador_2, escribano_venta_2, fecha_escritura_venta_2",media,"Documento de formato clásico pero con inconsistencias: fechas de ventas anteriores a hipotecas (9/3/2021 vs 1/9/2021), falta aclaración sobre el escribano autorizante del acto y carece de firma digital o firma autógrafa visible. Requiere ajustes en redacción conforme CCyC arts. 288-293 sobre instrumentos públicos.",si
NOTA A BANCO NACION,NOTA BCO. NACION (COMPROBANTES DE PAGO DE  IMPUESTOS DE SELLOS MES DE MAYO 2011) 2014.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A BANCO NACION\NOTA BCO. NACION (COMPROBANTES DE PAGO DE  IMPUESTOS DE SELLOS MES DE MAYO 2011) 2014.docx,sin_fecha,Certificación de pago de impuestos,Impuesto de sellos - comprobantes de pago,False,"mes_año, monto_total, numero_escritura, folio, fecha_escritura, otorgante_1, otorgante_2, beneficiario, numero_registro",baja,"Documento anterior a 2015, redacción con lenguaje y formato del Código de Vélez. No es un acto notarial sustantivo sino un comprobante administrativo de pago de impuestos.",no
NOTA A BANCO PATAGONIA,NOTA A MACROTERRA S.A.-SUC. GUTIERREZ (MARZO 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A BANCO PATAGONIA\NOTA A MACROTERRA S.A.-SUC. GUTIERREZ (MARZO 2014).docx,sin_fecha,Certificación de testimonio de escritura,de venta e hipoteca,False,"fecha_documento, destinatario_empresa, numero_escritura, fecha_escritura_original, tipo_acto_original, empresa_vendedora, empresa_compradora, fojas, escribana_nombre",baja,"Documento de 2014, anterior a la vigencia del CCyC (agosto 2015). Requiere actualización de formato, estructura y lenguaje conforme a estándares notariales vigentes y normativa actual.",no
NOTA A DIREC. PERS. JURIDICAS,NOTA  DIRECCION PERSONAS JURIDICAS.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A DIREC. PERS. JURIDICAS\NOTA  DIRECCION PERSONAS JURIDICAS.docx,sin_fecha,Solicitud de Certificación de Inscripción de Persona Jurídica,Sociedad Anónima - Sector Vitivinícola,False,"lugar_expedición, fecha_documento, nombre_autoridad_destino, nombre_sociedad, tipo_sociedad, ramo_actividad",baja,"Documento de 2006, anterior al CCyC 2015. Requiere modernización del lenguaje, formalización de la estructura según normas notariales vigentes y especificación clara de datos del solicitante, domicilio y fundamento legal.",no
NOTA A GENDARMERIA,NOTA  GENDARMERA.2.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A GENDARMERIA\NOTA  GENDARMERA.2.docx,sin_fecha,Nota administrativa/Presentación de documentación,,False,"fecha_documento, nombre_escribano, numero_escribania, destinatario_nombre, destinatario_cargo, destinatario_institucion, destinatario_domicilio, fecha_resolucion, numero_expediente",baja,"Este no es un acto notarial en sentido técnico sino una nota administrativa de un escribano. No contiene elementos de autenticación, certificación o instrumentalización propios del CCyC 2015. Requiere revisión sobre su naturaleza jurídica real.",no
NOTA A MUNICIPALIDAD CAPITAL,NOTA_MUNIC.CAPITAL[1].docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA A MUNICIPALIDAD CAPITAL\NOTA_MUNIC.CAPITAL[1].docx,sin_fecha,Nota administrativa,,False,"nombre_escribano, numero_dni_escribano, numero_registro, domicilio_escribano, ciudad, fecha, numeros_expediente, destinatario",baja,"Este documento es una nota administrativa dirigida a autoridad municipal, no un acto notarial típico. No utiliza lenguaje ni estructura del CCyC 2015; pertenece a un contexto de controversia administrativa.",no
NOTA SEGUNDO TESTIMONIO,NOTA PARA TERCER TESTIMONIO-MARTINEZ.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTA SEGUNDO TESTIMONIO\NOTA PARA TERCER TESTIMONIO-MARTINEZ.docx,sin_fecha,Solicitud de expedición de testimonio notarial,Tercer testimonio por extravío de segundo,False,"nombre_notario, numero_registro_notarial, numero_escritura, fecha_escritura_original, nombre_escribano_original, fojas, matricula_inmueble, folio_real, asiento_registral, numero_certificado_inhibicion, fecha_certificado",baja,"Documento anterior al CCyC 2015, utiliza lenguaje y referencias del Código de Vélez. Requiere actualización terminológica y adaptación a la normativa vigente del CCyC, incluyendo referencias actuales a registros digitales y procedimientos modernizados.",no
NOTAS CON MEMBRETE,NOTA MEMBRETE.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTAS CON MEMBRETE\NOTA MEMBRETE.docx,sin_fecha,Certificación de libre deuda,De persona jurídica,False,"fecha, nombre_empresa, sigla_empresa, cuit, nombre_escribania",baja,"Documento redactado bajo normativa anterior al CCyC 2015. Requiere actualización de formato, identificación completa del escribano actuante, número de acto y protocolo. Carece de firma y sello notarial.",no
NOTAS VARIAS,2021 - CONSTANCIA  - DALVIAN - LOPEZ (ABRIL 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTAS VARIAS\2021 - CONSTANCIA  - DALVIAN - LOPEZ (ABRIL 2021).docx,2021,Constancia de notificación,Por adquisición de inmueble con deuda impositiva,True,"nombre_notificado, dni_notificado, cuit_notificado, ubicacion_inmueble, sector_conjunto, distrito, departamento, provincia, calle_numero, lote_numero, manzana_numero, superficie_m2, fecha_adquisicion, numero_escritura, fojas, escribano_nombre, registro_numero, tipo_deuda, ano_incluido_plan, ano_en_curso, oficina_notarial, ciudad, fecha_constancia, dia, mes, ano",media,Documento adecuado al CCyC pero requiere ajuste terminológico: especificar si es notificación notarial o acta. Verificar si la obligación de pago del 2021 debe incluirse en las obligaciones del adquirente en la escritura matriz.,si
NOTIFICACION CESIONES DABIN,2019 - NOTIFICACION CESION DUMIT MUNICIPALIDAD DE CAPITAL.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTIFICACION CESIONES DABIN\2019 - NOTIFICACION CESION DUMIT MUNICIPALIDAD DE CAPITAL.docx,sin_fecha,Notificación de Cesión de Derechos,Cesión de créditos o derechos negociables,True,"nombre_escribano, nombre_persona_interpelada, documento_interpelado, fecha_acto, hora_acto, descripcion_cesion, derechos_cedidos, cedente_nombre, cesionario_nombre, monto_o_valor, numero_copia_negociable, referencia_documento_original",baja,"El documento presenta lacunas graves: faltan identificaciones completas de partes (nombres, DNI), datos del acto (fecha, hora), descripción clara del derecho cedido y referencias documentales. Requiere reestructuración integral y cumplimiento de requisitos formales del Código Civil y Comercial (arts. 1434-1452 sobre cesión de créditos).",no
NOTIFICACION DE CESION - INCRO S.A. - YPF,2018 - NOTIYPF-INCRO S.A. (OCT. 2018) FACTURA Y NOTA DE CREDITO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTIFICACION DE CESION - INCRO S.A. - YPF\2018 - NOTIYPF-INCRO S.A. (OCT. 2018) FACTURA Y NOTA DE CREDITO.docx,2018,Notificación de Cesión de Factura y Nota de Crédito,Cesión de créditos comerciales con reserva de derechos,True,"fecha_notificacion, lugar_notificacion, nombre_receptor, dni_receptor, domicilio_receptor, nombre_cedente, cuit_cedente, domicilio_cedente, nombre_cesionario, cuit_cesionario, domicilio_cesionario, numero_escritura_cesion, fecha_escritura_cesion, escribano_cesion, fojas_protocolo, registro_numero, numero_factura, fecha_factura, concepto_factura, numero_contrato, monto_factura, numero_nota_credito, fecha_nota_credito, concepto_nota_credito, monto_nota_credito",media,"Documento incompleto (corta abruptamente al final del punto 3). Requiere completar cláusulas finales, firma del escribano y certificación de notificación. El lenguaje es compatible con CCyC pero necesita revisión de las reservas de derechos según art. 1617 CCyC.",si
NOTIFICACION DE CESIONES,2017 - NOTIF. BCO. PATAGONIA - IGARRETA SACI (MINISTERIO DE JUSTICIA Y SEGURIDAD) AGOSTO 2017.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\NOTIFICACION DE CESIONES\2017 - NOTIF. BCO. PATAGONIA - IGARRETA SACI (MINISTERIO DE JUSTICIA Y SEGURIDAD) AGOSTO 2017.docx,2017,Notificación,de Cesión de Facturas y Adelanto de Fondos,True,"fecha_acto, hora_acto, nombre_notificado, dni_notificado, cargo_notificado, nombre_escribana, numero_escribania, numero_escritura_cesion, fecha_escritura_cesion, folio_protocolo, colegio_escribanos, nombre_acreedor, cuit_acreedor, domicilio_acreedor, nombre_deudor_cedente, cuit_deudor_cedente, nombre_deudor_cedido, cuit_deudor_cedido, tipo_factura, numero_factura, fecha_factura, monto_factura, numero_remito, fecha_remito",media,"Documento incompleto: falta hora del acto, datos del escribano actuante, provincia de Mendoza sin completar y última factura sin información. Requiere revisión de actuación notarial conforme CCyC (arts. 287-311) y ajustes en los campos vacíos antes de su utilización como plantilla.",si
OBJETO DE S.A,OBJETO DE S.A..docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\OBJETO DE S.A\OBJETO DE S.A..docx,sin_fecha,Estatuto social / Cláusula de objeto social,Objeto social de sociedad comercial (múltiples ramas de actividad),True,"denominación_sociedad, tipo_sociedad, fecha_constitucion, domicilio_social, capital_social, socios_participacion, administrador_apoderado",media,"El documento está incompleto (corta en 'arrendam'). Requiere revisión de redacción: repeticiones innecesarias ('industrialización y fraccionamiento' aparece dos veces), aclaración sobre limitaciones de la actividad financiera conforme Ley 21.526, y completar la sección inmobiliaria.",si
OFICIOS,OFICIO SCHIAVI - ESTELRICH (NOV. 2013).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\OFICIOS\OFICIO SCHIAVI - ESTELRICH (NOV. 2013).docx,sin_fecha,Oficio judicial para inscripción de sentencia,Ejecución de sentencia - Levantamiento de inhibición y transferencia de inmueble,False,"número de expediente judicial (250.062), nombres de las partes (ESTELRICH MIGUEL, SCHIAVI HECTOR, Laura Silvina Schiavi), fecha de sentencia, número de inhibición (471607), caratulado anterior (Municipalidad de Las Heras), datos de inscripción (Tomo 1.924, fojas 116), tribunal de origen (Tercer Tribunal Tributario, Secretaria Nº 05)",baja,"Documento de 2013 que no es un acto notarial típico sino un oficio judicial. No contiene las formalidades ni la estructura del CCyC 2015 (falta consentimiento de partes, descripción de inmueble conforme CCYC art. 2013-2019, identificación completa de intervinientes con datos actualizados). No es apto para usar como preset notarial.",no
OPCION DE COMPRA,OPCOMPRA_RUBIO-ADM.FID.MZA..docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\OPCION DE COMPRA\OPCOMPRA_RUBIO-ADM.FID.MZA..docx,sin_fecha,Oferta de Compra de Inmueble,Oferta de compra de inmueble urbano con financiación,True,"nombre_oferente, documento_oferente, razon_social_empresa, cuit_empresa, domicilio_oferente, nombres_propietarios, ubicacion_inmueble, calle_numero, superficie_titulo, superficie_mensura, limites_perimetrales, matricula_registro, folio_real, precio_total, moneda, cuota_inicial, cuota_saldo, cantidad_cuotas, monto_cuota, plazo_vigencia_dias, plazo_posesion_dias, municipalidad_competente",media,"Documento completo y bien estructurado conforme CCyC. Requiere agregar: cláusulas sobre incumplimiento, gastos y tributos, conformidad con normativa municipal de demolición, y referencias precisas a artículos del CCyC (art. 971 ss. para oferta irrevocable).",si
